Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000218_ENSG00000118495.19_RI:chr6:143940302:143942388-143942507:143942663:-_H3K27ac.txt,RI,169,35,8,0,4,0,0,0,1,3,0,"['chr6:143940338-143940487', 'chr6:143940488-143940637', 'chr6:143940638-143940787', 'chr6:143940788-143940937', 'chr6:143942588-143942737', 'chr6:143942738-143942887', 'chr6:143943188-143943337', 'chr6:143944688-143944837']",H3K27ac,0.0,8.0
000000000000637_ENSG00000196636.7_SE:chr7:97117897-97136388:97136467-97181012:+_H3K27ac.txt,SE,260,34,7,0,1,0,0,0,6,0,0,"['chr7:97136138-97136287', 'chr7:97136588-97136737', 'chr7:97136738-97136887', 'chr7:97137038-97137187', 'chr7:97137188-97137337', 'chr7:97137638-97137787', 'chr7:97137788-97137937']",H3K27ac,0.0,7.0
000000000000120_ENSG00000101670.11_SE:chr18:49569548-49575369:49575590-49581415:+_H3K27ac.txt,SE,116,39,2,0,0,0,0,0,2,0,0,"['chr18:49575719-49575868', 'chr18:49576319-49576468']",H3K27ac,0.0,2.0
000000000000162_ENSG00000107165.12_SE:chr9:12695837-12698451:12698655-12702271:+_H3K27ac.txt,SE,10,42,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000007_ENSG00000005102.12_SE:chr17:43642032-43643488:43643660-43661066:-_H3K27ac.txt,SE,53,37,5,0,0,0,0,0,5,0,0,"['chr17:43645338-43645487', 'chr17:43645488-43645637', 'chr17:43645788-43645897', 'chr17:43645898-43645937', 'chr17:43645938-43646087']",H3K27ac,0.0,5.0
000000000000627_ENSG00000188487.11_SE:chr11:15240523-15241567:15241645-15245912:+_H3K27ac.txt,SE,13,55,1,0,0,0,0,0,1,0,0,['chr11:15242517-15242666'],H3K27ac,0.0,1.0
000000000000633_ENSG00000188739.14_SE:chr1:235148447-235152706:235152765-235154881:-_H3K27ac.txt,SE,335,35,15,0,5,1,0,1,7,1,0,"['chr1:235150356-235150505', 'chr1:235151256-235151405', 'chr1:235151406-235151555', 'chr1:235152006-235152155', 'chr1:235152156-235152305', 'chr1:235152606-235152755', 'chr1:235152756-235152905', 'chr1:235153206-235153355', 'chr1:235153356-235153505', 'chr1:235153506-235153655', 'chr1:235153656-235153805', 'chr1:235154556-235154705', 'chr1:235154706-235154855', 'chr1:235154856-235155005', 'chr1:235155006-235155155']",H3K27ac,0.0,15.0
000000000000044_ENSG00000060138.12_SE:chr12:10704148-10709908:10710114-10713211:-_H3K27ac.txt,SE,319,36,12,0,7,0,0,0,5,0,0,"['chr12:10707408-10707557', 'chr12:10708308-10708457', 'chr12:10708458-10708607', 'chr12:10709058-10709207', 'chr12:10709208-10709357', 'chr12:10709358-10709507', 'chr12:10709508-10709657', 'chr12:10710258-10710407', 'chr12:10711008-10711157', 'chr12:10711458-10711607', 'chr12:10711758-10711907', 'chr12:10711908-10712057']",H3K27ac,0.0,12.0
000000000000349_ENSG00000142733.15_SE:chr1:27364394-27364661:27364684-27364773:-_H3K27ac.txt,SE,164,36,2,0,0,0,0,0,0,2,0,"['chr1:27366361-27366510', 'chr1:27366511-27366660']",H3K27ac,0.0,2.0
000000000000460_ENSG00000163513.17_SE:chr3:30606977-30623199:30623273-30644747:+_H3K27ac.txt,SE,354,34,31,0,16,1,0,1,13,0,0,"['chr3:30620699-30620848', 'chr3:30620849-30620998', 'chr3:30620999-30621148', 'chr3:30621149-30621298', 'chr3:30621299-30621448', 'chr3:30621449-30621598', 'chr3:30621599-30621748', 'chr3:30621749-30621898', 'chr3:30621899-30622048', 'chr3:30622049-30622198', 'chr3:30622199-30622348', 'chr3:30622349-30622498', 'chr3:30622499-30622648', 'chr3:30622649-30622798', 'chr3:30622799-30622948', 'chr3:30622949-30623098', 'chr3:30623099-30623248', 'chr3:30623249-30623398', 'chr3:30623399-30623548', 'chr3:30623549-30623698', 'chr3:30623699-30623848', 'chr3:30623849-30623998', 'chr3:30623999-30624148', 'chr3:30624149-30624298', 'chr3:30624299-30624448', 'chr3:30624449-30624598', 'chr3:30624599-30624748', 'chr3:30624749-30624898', 'chr3:30624899-30625048', 'chr3:30625199-30625348', 'chr3:30625649-30625773']",H3K27ac,0.0,31.0
000000000000545_ENSG00000171603.17_SE:chr1:9736042-9737498:9737554-9741094:-_H3K27ac.txt,SE,323,34,30,6,10,1,0,1,12,0,0,"['chr1:9734998-9735147', 'chr1:9735148-9735297', 'chr1:9735298-9735447', 'chr1:9735448-9735597', 'chr1:9735598-9735747', 'chr1:9735748-9735897', 'chr1:9735898-9736047', 'chr1:9736048-9736197', 'chr1:9736198-9736347', 'chr1:9736348-9736497', 'chr1:9736498-9736647', 'chr1:9736648-9736797', 'chr1:9736798-9736947', 'chr1:9736948-9737097', 'chr1:9737098-9737247', 'chr1:9737248-9737397', 'chr1:9737398-9737547', 'chr1:9737548-9737697', 'chr1:9737698-9737847', 'chr1:9737848-9737997', 'chr1:9737998-9738147', 'chr1:9738148-9738297', 'chr1:9738298-9738447', 'chr1:9738448-9738597', 'chr1:9738898-9739047', 'chr1:9739048-9739197', 'chr1:9739198-9739347', 'chr1:9739348-9739497', 'chr1:9739498-9739647', 'chr1:9739648-9739797']",H3K27ac,0.0,30.0
000000000000189_ENSG00000111490.13_SE:chr12:64786045-64787360:64787381-64827835:+_H3K27ac.txt,SE,88,34,11,2,5,0,0,0,4,0,0,"['chr12:64785010-64785159', 'chr12:64785760-64785909', 'chr12:64786210-64786359', 'chr12:64786510-64786659', 'chr12:64786660-64786809', 'chr12:64786960-64787109', 'chr12:64787110-64787259', 'chr12:64789210-64789359', 'chr12:64789510-64789659', 'chr12:64789660-64789809', 'chr12:64789810-64789881']",H3K27ac,0.0,11.0
000000000000596_ENSG00000183751.14_RI:chr16:1977054:1977176-1977178:1977284:+_H3K27ac.txt,RI,247,34,15,6,0,0,0,0,1,8,0,"['chr16:1975276-1975425', 'chr16:1975426-1975575', 'chr16:1975726-1975875', 'chr16:1975876-1976025', 'chr16:1976326-1976475', 'chr16:1976476-1976625', 'chr16:1977226-1977375', 'chr16:1977676-1977825', 'chr16:1977826-1977975', 'chr16:1978276-1978425', 'chr16:1978426-1978575', 'chr16:1978576-1978725', 'chr16:1978726-1978875', 'chr16:1978876-1979025', 'chr16:1979326-1979475']",H3K27ac,0.0,15.0
000000000000141_ENSG00000104980.7_SE:chr19:7938197-7941102:7941197-7943607:-_H3K27ac.txt,SE,277,36,4,0,4,0,0,0,0,0,0,"['chr19:7938752-7938901', 'chr19:7938902-7939051', 'chr19:7939052-7939201', 'chr19:7939352-7939501']",H3K27ac,0.0,4.0
000000000000151_ENSG00000105983.20_SE:chr7:156734257-156736493:156736615-156756393:-_H3K27ac.txt,SE,334,35,3,0,3,0,0,0,0,0,0,"['chr7:156735193-156735342', 'chr7:156735493-156735642', 'chr7:156735643-156735792']",H3K27ac,0.0,3.0
000000000000437_ENSG00000159314.11_SE:chr17:45404096-45404269:45404334-45404445:-_H3K27ac.txt,SE,324,34,24,15,1,1,0,1,0,6,0,"['chr17:45401769-45401918', 'chr17:45401919-45402068', 'chr17:45402069-45402218', 'chr17:45402219-45402368', 'chr17:45402369-45402518', 'chr17:45402519-45402668', 'chr17:45402669-45402818', 'chr17:45402819-45402968', 'chr17:45402969-45403118', 'chr17:45403119-45403268', 'chr17:45403269-45403418', 'chr17:45403419-45403568', 'chr17:45403569-45403718', 'chr17:45403719-45403868', 'chr17:45403869-45404018', 'chr17:45404019-45404168', 'chr17:45404169-45404318', 'chr17:45404319-45404468', 'chr17:45404469-45404618', 'chr17:45404619-45404768', 'chr17:45404769-45404918', 'chr17:45405219-45405368', 'chr17:45405369-45405518', 'chr17:45405519-45405668']",H3K27ac,0.0,24.0
000000000000570_ENSG00000175449.13_SE:chr5:95652331-95653117:95653214-95654061:+_H3K27ac.txt,SE,126,35,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000479_ENSG00000164631.18_RI:chr7:6688433:6692487-6692602:6692703:-_H3K27ac.txt,RI,344,35,4,0,2,0,0,0,0,2,0,"['chr7:6692087-6692236', 'chr7:6692237-6692386', 'chr7:6694637-6694786', 'chr7:6694937-6695086']",H3K27ac,0.0,4.0
000000000000342_ENSG00000141338.13_SE:chr17:68918185-68918427:68918546-68919301:-_H3K27ac.txt,SE,92,36,28,12,1,1,0,1,5,8,0,"['chr17:68915927-68916076', 'chr17:68916077-68916226', 'chr17:68916227-68916376', 'chr17:68916377-68916526', 'chr17:68916527-68916676', 'chr17:68916677-68916826', 'chr17:68916827-68916976', 'chr17:68917127-68917276', 'chr17:68917277-68917426', 'chr17:68917577-68917726', 'chr17:68917727-68917876', 'chr17:68918027-68918176', 'chr17:68918177-68918326', 'chr17:68918327-68918476', 'chr17:68918477-68918626', 'chr17:68918627-68918776', 'chr17:68918777-68918926', 'chr17:68918927-68919076', 'chr17:68919077-68919226', 'chr17:68919227-68919376', 'chr17:68919377-68919526', 'chr17:68919527-68919676', 'chr17:68919977-68920126', 'chr17:68920127-68920276', 'chr17:68920277-68920426', 'chr17:68920427-68920576', 'chr17:68920577-68920726', 'chr17:68920727-68920816']",H3K27ac,0.0,28.0
000000000000626_ENSG00000188283.11_SE:chr19:37219749-37224818:37224939-37230409:+_H3K27ac.txt,SE,212,36,5,0,3,0,0,0,2,0,0,"['chr19:37222618-37222767', 'chr19:37224118-37224267', 'chr19:37224268-37224417', 'chr19:37226968-37227117', 'chr19:37227118-37227187']",H3K27ac,0.0,5.0
000000000000525_ENSG00000168702.17_SE:chr2:140233326-140234786:140234884-140238152:-_H3K27ac.txt,SE,45,39,1,1,0,0,0,0,0,0,0,['chr2:140233126-140233185'],H3K27ac,0.0,1.0
000000000000532_ENSG00000169994.18_SE:chr2:127610016-127612250:127612327-127612476:+_H3K27ac.txt,SE,61,34,4,0,2,0,0,0,0,2,0,"['chr2:127610500-127610649', 'chr2:127610650-127610799', 'chr2:127614550-127614699', 'chr2:127614700-127614827']",H3K27ac,0.0,4.0
000000000000156_ENSG00000106536.19_SE:chr7:39340015-39406600:39406740-39433077:+_H3K27ac.txt,SE,6,80,3,0,1,0,0,0,1,0,1,"['chr7:39404850-39404999', 'chr7:39406670-39406699', 'chr7:39409170-39409199']",H3K27ac,0.0,2.0
000000000000275_ENSG00000132199.19_RI:chr18:670324:673076-674161:674406:-_H3K27ac.txt,RI,98,42,1,0,0,0,0,0,0,1,0,['chr18:674776-674925'],H3K27ac,0.0,1.0
000000000000544_ENSG00000171456.18_SE:chr20:32366466-32367727:32367729-32369015:+_H3K27ac.txt,SE,349,34,15,2,8,0,1,0,3,1,0,"['chr20:32365377-32365526', 'chr20:32365827-32365976', 'chr20:32366427-32366576', 'chr20:32366577-32366726', 'chr20:32366727-32366876', 'chr20:32366877-32367026', 'chr20:32367027-32367176', 'chr20:32367177-32367326', 'chr20:32367327-32367476', 'chr20:32367477-32367626', 'chr20:32367627-32367776', 'chr20:32367777-32367926', 'chr20:32368227-32368376', 'chr20:32368977-32369126', 'chr20:32369127-32369276']",H3K27ac,0.0,15.0
000000000000140_ENSG00000104980.7_SE:chr19:7927767-7928077:7928166-7931138:-_H3K27ac.txt,SE,286,38,11,4,1,0,0,0,6,0,0,"['chr19:7926247-7926326', 'chr19:7926327-7926476', 'chr19:7926477-7926626', 'chr19:7926777-7926926', 'chr19:7927827-7927976', 'chr19:7928277-7928426', 'chr19:7928577-7928726', 'chr19:7928727-7928806', 'chr19:7928807-7928876', 'chr19:7928877-7929026', 'chr19:7929027-7929176']",H3K27ac,0.0,11.0
000000000000567_ENSG00000175161.13_SE:chr3:85961647-85979164:85979283-86065605:+_H3K27ac.txt,SE,41,39,8,0,5,0,0,0,3,0,0,"['chr3:85977114-85977263', 'chr3:85977714-85977863', 'chr3:85977864-85978013', 'chr3:85978014-85978163', 'chr3:85978314-85978463', 'chr3:85979514-85979663', 'chr3:85979664-85979813', 'chr3:85981764-85981783']",H3K27ac,0.0,8.0
000000000000257_ENSG00000127603.25_SE:chr1:39427614-39427961:39428287-39429242:+_H3K27ac.txt,SE,351,36,1,0,0,0,0,1,0,0,0,['chr1:39428161-39428310'],H3K27ac,0.0,1.0
000000000000112_ENSG00000100599.15_RI:chr14:92651582:92651943-92652160:92653075:+_H3K27ac.txt,RI,277,37,37,16,2,1,0,1,6,10,1,"['chr14:92649443-92649592', 'chr14:92649593-92649742', 'chr14:92649743-92649892', 'chr14:92649893-92650042', 'chr14:92650043-92650192', 'chr14:92650193-92650262', 'chr14:92650263-92650342', 'chr14:92650343-92650492', 'chr14:92650493-92650642', 'chr14:92650643-92650792', 'chr14:92650793-92650942', 'chr14:92650943-92651092', 'chr14:92651093-92651242', 'chr14:92651243-92651392', 'chr14:92651393-92651482', 'chr14:92651483-92651542', 'chr14:92651543-92651692', 'chr14:92651693-92651842', 'chr14:92651843-92651992', 'chr14:92651993-92652142', 'chr14:92652143-92652292', 'chr14:92652293-92652442', 'chr14:92652443-92652592', 'chr14:92652593-92652742', 'chr14:92652743-92652892', 'chr14:92652893-92653042', 'chr14:92653043-92653192', 'chr14:92653193-92653342', 'chr14:92653343-92653492', 'chr14:92653493-92653642', 'chr14:92653643-92653792', 'chr14:92653793-92653942', 'chr14:92653943-92654092', 'chr14:92654093-92654242', 'chr14:92654243-92654392', 'chr14:92654393-92654542', 'chr14:92654543-92654660']",H3K27ac,0.0,36.0
000000000000045_ENSG00000061273.17_SE:chr12:47795767-47795906:47796016-47796207:-_H3K27ac.txt,SE,316,35,11,4,0,0,0,0,1,6,0,"['chr12:47793706-47793855', 'chr12:47794456-47794605', 'chr12:47794906-47795055', 'chr12:47795056-47795205', 'chr12:47796106-47796255', 'chr12:47796256-47796405', 'chr12:47796706-47796855', 'chr12:47797456-47797605', 'chr12:47797606-47797755', 'chr12:47797906-47798055', 'chr12:47798056-47798205']",H3K27ac,0.0,11.0
000000000000371_ENSG00000145388.14_SE:chr4:118704051-118705611:118705821-118709998:+_H3K27ac.txt,SE,334,35,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000053_ENSG00000067066.16_SE:chr2:230506445-230507993:230508031-230511125:+_H3K27ac.txt,SE,336,34,2,2,0,0,0,0,0,0,0,"['chr2:230506093-230506242', 'chr2:230506243-230506392']",H3K27ac,0.0,2.0
000000000000451_ENSG00000163001.11_SE:chr2:55519916-55520405:55520479-55522102:+_H3K27ac.txt,SE,324,37,9,5,1,0,0,0,2,1,0,"['chr2:55518205-55518354', 'chr2:55518505-55518654', 'chr2:55518655-55518684', 'chr2:55518685-55518804', 'chr2:55519105-55519254', 'chr2:55519855-55520004', 'chr2:55521655-55521804', 'chr2:55521955-55522104', 'chr2:55522105-55522254']",H3K27ac,0.0,9.0
000000000000547_ENSG00000171763.18_SE:chr15:45410530-45414571:45414780-45415587:+_H3K27ac.txt,SE,273,36,7,0,1,0,0,0,1,5,0,"['chr15:45412071-45412220', 'chr15:45415521-45415670', 'chr15:45415671-45415820', 'chr15:45415821-45415970', 'chr15:45415971-45416120', 'chr15:45416421-45416570', 'chr15:45416571-45416720']",H3K27ac,0.0,7.0
000000000000085_ENSG00000089101.17_SE:chr20:20188056-20191342:20191419-20196570:+_H3K27ac.txt,SE,7,96,12,0,2,0,0,0,10,0,0,"['chr20:20189292-20189371', 'chr20:20190492-20190571', 'chr20:20191542-20191601', 'chr20:20191632-20191681', 'chr20:20191682-20191691', 'chr20:20191692-20191731', 'chr20:20191732-20191741', 'chr20:20191772-20191821', 'chr20:20191842-20191851', 'chr20:20191852-20191871', 'chr20:20191872-20191991', 'chr20:20192142-20192241']",H3K27ac,0.0,12.0
000000000000291_ENSG00000134762.16_SE:chr18:30994372-30994454:30994496-30996791:-_H3K27ac.txt,SE,35,35,3,0,0,0,0,0,3,0,0,"['chr18:30996004-30996153', 'chr18:30996304-30996453', 'chr18:30996604-30996753']",H3K27ac,0.0,3.0
000000000000035_ENSG00000048052.21_SE:chr7:18594029-18629350:18629481-18634627:+_H3K27ac.txt,SE,235,35,13,0,7,0,0,0,6,0,0,"['chr7:18627300-18627449', 'chr7:18627450-18627599', 'chr7:18627900-18628049', 'chr7:18628050-18628199', 'chr7:18628350-18628499', 'chr7:18628500-18628649', 'chr7:18628950-18629099', 'chr7:18630000-18630149', 'chr7:18630150-18630299', 'chr7:18630300-18630449', 'chr7:18630450-18630599', 'chr7:18630600-18630749', 'chr7:18630750-18630899']",H3K27ac,0.0,13.0
000000000000464_ENSG00000163629.12_SE:chr4:86751124-86753009:86753065-86758260:+_H3K27ac.txt,SE,118,35,15,1,5,1,0,1,7,0,0,"['chr4:86750509-86750658', 'chr4:86751109-86751258', 'chr4:86751409-86751558', 'chr4:86751559-86751708', 'chr4:86752009-86752158', 'chr4:86752159-86752308', 'chr4:86752909-86753058', 'chr4:86753059-86753208', 'chr4:86753359-86753508', 'chr4:86753509-86753658', 'chr4:86754109-86754258', 'chr4:86754259-86754408', 'chr4:86754409-86754558', 'chr4:86755009-86755158', 'chr4:86755459-86755565']",H3K27ac,0.0,15.0
000000000000689_ENSG00000278540.4_SE:chr17:37162050-37179260:37179406-37181201:-_H3K27ac.txt,SE,299,35,7,0,5,0,0,0,2,0,0,"['chr17:37177360-37177509', 'chr17:37177510-37177659', 'chr17:37178110-37178259', 'chr17:37178560-37178709', 'chr17:37178710-37178859', 'chr17:37180510-37180659', 'chr17:37180660-37180809']",H3K27ac,0.0,7.0
000000000000122_ENSG00000102984.14_SE:chr16:71860672-71861776:71861942-71864138:-_H3K27ac.txt,SE,186,35,1,1,0,0,0,0,0,0,0,['chr16:71859276-71859425'],H3K27ac,0.0,1.0
000000000000114_ENSG00000101096.19_SE:chr20:51391451-51398643:51398730-51432067:-_H3K27ac.txt,SE,211,34,1,0,1,0,0,0,0,0,0,['chr20:51398393-51398542'],H3K27ac,0.0,1.0
000000000000497_ENSG00000166199.12_SE:chr11:43889828-43892041:43892129-43901516:+_H3K27ac.txt,SE,326,34,4,0,2,0,0,0,2,0,0,"['chr11:43890891-43891040', 'chr11:43891641-43891790', 'chr11:43894341-43894490', 'chr11:43894491-43894629']",H3K27ac,0.0,4.0
000000000000492_ENSG00000165905.17_RI:chr11:45922821:45922964-45923058:45923167:+_H3K27ac.txt,RI,91,38,5,0,0,0,0,0,0,5,0,"['chr11:45923464-45923613', 'chr11:45923614-45923703', 'chr11:45923704-45923763', 'chr11:45923814-45923913', 'chr11:45925114-45925263']",H3K27ac,0.0,5.0
000000000000258_ENSG00000127603.25_SE:chr1:39463686-39465095:39465112-39468615:+_H3K27ac.txt,SE,357,34,11,1,5,0,0,0,5,0,0,"['chr1:39463495-39463644', 'chr1:39463645-39463794', 'chr1:39463795-39463944', 'chr1:39464395-39464544', 'chr1:39464545-39464694', 'chr1:39464845-39464994', 'chr1:39465445-39465594', 'chr1:39465595-39465744', 'chr1:39466795-39466944', 'chr1:39467095-39467244', 'chr1:39467245-39467394']",H3K27ac,0.0,11.0
000000000000065_ENSG00000076108.11_RI:chr12:56615014:56615128-56615219:56615607:-_H3K27ac.txt,RI,353,34,1,1,0,0,0,0,0,0,0,['chr12:56613078-56613227'],H3K27ac,0.0,1.0
000000000000426_ENSG00000156170.12_SE:chr8:94895927-94945483:94945619-94957995:+_H3K27ac.txt,SE,75,35,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000530_ENSG00000169885.9_SE:chr1:1915307-1915685:1915735-1916441:+_H3K27ac.txt,SE,7,67,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000592_ENSG00000183323.12_RI:chr5:69320237:69320345-69320465:69320580:-_H3K27ac.txt,RI,304,37,12,3,1,0,0,0,0,8,0,"['chr5:69319195-69319344', 'chr5:69319345-69319494', 'chr5:69319495-69319644', 'chr5:69320095-69320244', 'chr5:69321745-69321894', 'chr5:69321895-69322044', 'chr5:69322045-69322134', 'chr5:69322135-69322194', 'chr5:69322195-69322344', 'chr5:69322345-69322494', 'chr5:69322495-69322644', 'chr5:69322945-69322965']",H3K27ac,0.0,12.0
000000000000276_ENSG00000132359.14_SE:chr17:2957794-2962670:2962714-2963430:+_H3K27ac.txt,SE,263,34,9,0,8,0,0,0,1,0,0,"['chr17:2960170-2960319', 'chr17:2960470-2960619', 'chr17:2960620-2960769', 'chr17:2960770-2960919', 'chr17:2960920-2961069', 'chr17:2961070-2961219', 'chr17:2961220-2961369', 'chr17:2961370-2961519', 'chr17:2963320-2963469']",H3K27ac,0.0,9.0
000000000000175_ENSG00000109625.18_SE:chr4:8592921-8599453:8599485-8601123:+_H3K27ac.txt,SE,65,34,17,0,7,0,0,0,4,6,0,"['chr4:8597103-8597252', 'chr4:8597253-8597402', 'chr4:8597403-8597552', 'chr4:8598453-8598602', 'chr4:8598603-8598752', 'chr4:8598753-8598902', 'chr4:8599053-8599202', 'chr4:8600253-8600402', 'chr4:8600703-8600852', 'chr4:8600853-8601002', 'chr4:8601003-8601152', 'chr4:8601153-8601302', 'chr4:8601303-8601452', 'chr4:8601453-8601602', 'chr4:8601603-8601752', 'chr4:8601753-8601902', 'chr4:8601903-8601985']",H3K27ac,0.0,17.0
000000000000373_ENSG00000146067.15_SE:chr5:177525205-177531282:177531521-177532443:-_H3K27ac.txt,SE,342,35,25,0,11,0,0,1,4,8,1,"['chr5:177528782-177528931', 'chr5:177528932-177529081', 'chr5:177529082-177529231', 'chr5:177529232-177529381', 'chr5:177529382-177529531', 'chr5:177529532-177529681', 'chr5:177529832-177529981', 'chr5:177529982-177530131', 'chr5:177530582-177530731', 'chr5:177530732-177530881', 'chr5:177531032-177531181', 'chr5:177531332-177531481', 'chr5:177531482-177531631', 'chr5:177531932-177532081', 'chr5:177532082-177532231', 'chr5:177532232-177532381', 'chr5:177532382-177532531', 'chr5:177532532-177532681', 'chr5:177532682-177532831', 'chr5:177532832-177532981', 'chr5:177532982-177533131', 'chr5:177533132-177533281', 'chr5:177533582-177533731', 'chr5:177533732-177533881', 'chr5:177533882-177534021']",H3K27ac,0.0,24.0
000000000000606_ENSG00000185187.12_SE:chr11:406538-406843:406993-407062:-_H3K27ac.txt,SE,332,38,12,3,1,1,0,1,1,5,0,"['chr11:405693-405842', 'chr11:406143-406292', 'chr11:406293-406442', 'chr11:406443-406592', 'chr11:406743-406892', 'chr11:406893-407042', 'chr11:407043-407132', 'chr11:407133-407192', 'chr11:407193-407252', 'chr11:407253-407342', 'chr11:407343-407422', 'chr11:407423-407492']",H3K27ac,0.0,12.0
000000000000041_ENSG00000053747.16_SE:chr18:23951777-23952990:23953109-23954503:+_H3K27ac.txt,SE,95,35,1,0,0,0,0,0,0,1,0,['chr18:23955590-23955609'],H3K27ac,0.0,1.0
000000000000513_ENSG00000167703.14_SE:chr17:1586051-1586949:1586960-1590802:-_H3K27ac.txt,SE,289,36,29,7,3,0,1,0,18,0,0,"['chr17:1584449-1584598', 'chr17:1584599-1584748', 'chr17:1584749-1584898', 'chr17:1584899-1585048', 'chr17:1585499-1585648', 'chr17:1585649-1585798', 'chr17:1585799-1585948', 'chr17:1586249-1586398', 'chr17:1586549-1586698', 'chr17:1586699-1586848', 'chr17:1586849-1586998', 'chr17:1586999-1587148', 'chr17:1587149-1587208', 'chr17:1587209-1587298', 'chr17:1587299-1587388', 'chr17:1587389-1587448', 'chr17:1587449-1587598', 'chr17:1587599-1587748', 'chr17:1587749-1587898', 'chr17:1587899-1588048', 'chr17:1588049-1588198', 'chr17:1588199-1588348', 'chr17:1588349-1588498', 'chr17:1588499-1588648', 'chr17:1588649-1588798', 'chr17:1588799-1588948', 'chr17:1588949-1589098', 'chr17:1589099-1589248', 'chr17:1589399-1589460']",H3K27ac,0.0,29.0
000000000000585_ENSG00000181350.11_SE:chr17:16444131-16447845:16447960-16462258:-_H3K27ac.txt,SE,113,35,0,0,0,0,0,0,0,0,0,[],H3K27ac,0.0,0.0
000000000000546_ENSG00000171735.18_SE:chr1:7752533-7755638:7755668-7766459:+_H3K27ac.txt,SE,83,34,1,0,0,0,0,0,1,0,0,['chr1:7757038-7757187'],H3K27ac,0.0,1.0
000000000000086_ENSG00000089351.14_SE:chr19:35009329-35009423:35009443-35009888:+_H3K27ac.txt,SE,341,34,3,1,0,0,0,0,0,2,0,"['chr19:35008423-35008572', 'chr19:35011723-35011872', 'chr19:35011873-35011943']",H3K27ac,0.0,3.0
